codigo,Cantidad
E90331592,36
E90331593,27
E90331594,9
E90331582,27
E90331583,21
E904042,30
E904043,27
E905692,30
E905693,27
E90196662,21
E90196663,18
E90246682,21
E90246683,18
E90246692,21
E90246693,18
E2051581,12
E2051582,30
E2051583,27
E2051591,21
E2051592,33
E2051593,27
E2051594,6
E2046701,18
E2046702,24
E2046703,18
E2046712,24
E2046713,15
E50301581,21
E50301582,66
E50301583,54
E50301584,9
E50301591,36
E50301592,99
E50301593,78
E50301594,15
E50301601,21
E50301602,66
E50301603,54
E50314942,45
E50314943,36
E50314951,12
E50314952,39
E50314953,33
E50236802,45
E50236803,39
E50236822,45
E50236823,39
E50236841,24
E50236842,33
E50236843,18
E50236851,18
E50236852,27
E50236862,45
E50236863,39
E95111592,27
E95111593,24
E95111582,21
E95111583,18
E9596652,21
E9596653,18
E2541582,15
E2541583,12
E2541592,21
E2541593,18
E5571581,15
E5571582,42
E5571583,36
E5571584,9
E5571591,27
E5571592,57
E5571593,51
E5571594,15
E5596802,36
E5596803,33
E5596822,36
E5596823,33
E5596831,21
E5596832,30
E5596833,15
E5596862,27
E5596863,21
E7511592,27
E7511593,15
EC3021592,15
EC3021593,12
EC5041582,18
EC5041583,15
EC5041591,12
EC5041592,33
EC5041593,27
EC50106802,27
EC50106803,21
EC50106822,27
EC50106823,21
EC9026422,27
EC9026423,24
EC9036432,24
EC9036433,21
EC9046462,30
EC9046463,27
