codigo,cantidad
1122931WBGR-S,12
1122931WBGR-M,60
1122931WBGR-L,42
1122931WBGR-XL,6
1122931CPY-S,12
1122931CPY-M,60
1122931CPY-L,42
1122931CPY-XL,6
1117092BWHT,60
1117092PAY,60
1117092WNT,60
