codigo,Cantidad
E2046701,18
E2046702,27
E2046703,21
E2046712,27
E2046713,24
E2046722,36
E2046723,27
E2051581,15
E2051582,30
E2051583,27
E2051591,21
E2051592,33
E2051593,30
E2051594,9
E2541581,15
E2541582,15
E2541583,12
E2541591,21
E2541592,24
E2541593,18
E2541594,12
E50236802,45
E50236803,42
E50236822,45
E50236823,42
E50236841,24
E50236842,36
E50236843,21
E50236851,21
E50236852,30
E50236853,27
E50236862,45
E50236863,42
E50301581,24
E50301582,66
E50301583,57
E50301584,12
E50301591,36
E50301592,99
E50301593,78
E50301594,15
E50301601,24
E50301602,66
E50301603,57
E50301604,21
E50314942,45
E50314943,36
E50314944,12
E50314951,12
E50314952,42
E50314953,36
E5571581,15
E5571582,42
E5571583,36
E5571584,12
E5571591,27
E5571592,57
E5571593,51
E5571594,15
E5596802,36
E5596803,33
E5596822,36
E5596823,33
E5596831,21
E5596832,30
E5596833,18
E5596862,27
E5596863,24
E7511581,18
E7511582,36
E7511583,18
E7511591,18
E7511592,27
E7511593,15
E7511601,18
E7511602,36
E7511603,18
E90196662,24
E90196663,18
E90206641,21
E90206642,39
E90206643,30
E90246682,24
E90246683,18
E90246692,24
E90246693,18
E90331582,27
E90331583,21
E90331592,36
E90331593,27
E90331594,9
E904042,30
E904043,27
E905692,30
E905693,27
E95111582,24
E95111583,21
E95111584,9
E95111592,27
E95111593,24
E95111594,18
E9596652,24
E9596653,21
EC3021582,24
EC3021583,18
EC3021592,15
EC3021593,12
EC50106802,27
EC50106803,24
EC50106804,9
EC50106822,27
EC50106823,24
EC50106824,9
EC5041581,9
EC5041582,18
EC5041583,15
EC5041584,6
EC5041591,12
EC5041592,33
EC5041593,27
EC5041594,9
EC9026422,27
EC9026423,24
EC9036432,21
EC9036433,18
EC9036442,42
EC9036443,30
EC9046462,30
EC9046463,27
PC602502,12 
PC602503,12 
PC602512,6 
PC602513,12 
PF251591,3
PF251592,15
PF251593,12
PF251594,3
