codigo,Cantidad
CLALZCCIVC-BK001,24.00
CLALZCCIVC-RS001,24.00
CLALZCEQ-DB001,24.00
CLALZCEQ-NV001,60.00
CLALZCEQ-RD002,24.00
CLALZCSCAS-BK003,72.00
CLALZCSCAS-DU001,60.00
CLALZCSCAS-PU001,24.00
CLFSTC2RMSM-DB001,12.00
CLFSTC2RMSM-PR001,12.00
CLFSTCSCCS-BK001,48.00
CLFSTCSCCS-DW001,24.00
CLFSTCSCCS-TL001,24.00
CLGCCA-BK001,96.00
CLGCCA-BM001,48.00
CLGCCA-LT001,48.00
CLGCCPB-DW001,48.00
CLGCCPB-FI001,72.00
CLGCCPB-LT002,48.00
CLGCOV-BK001,72.00
CLGCOV-BK002,60.00
CLGCOV-OL001,48.00
CLGCSCBX-BL001,48.00
CLGCSCBX-DU001,48.00
CLGCSCIP-DW001,96.00
CLGCSCIP-OL001,60.00
CLGCSCIP-PR001,60.00
CLGCSCWIC-BK001,24.00
CLGCSCWIC-OC001,24.00
CLGCSCWIC-WH001,24.00
CLTRKCSCBX-FG001,60.00
CLTRKCSCBX-RS001,60.00
CLTRKCSCZ-BK001,72.00
CLTRKCSCZOF-OL001,60.00
