codigo,cantidad
BFG-BK-BK1-NR,100
CG-BK-BL2-RF,100
CG-CH4-RF,100
CG-LTG2-RF,100
CG-PK-PK1-RF,100
CG-PP1-RF,200
LFG-DKPK2-RF,100
OG-BR1-NR,100
OG-BR1-NR-1,200
OG-GB3-RF,200
OG-GGD1-RF,100
OG-OR-BL1,100
OG-PR1-GR,100
OG-WH-BL1,100
PHG-GB3-RF,100
PHG-GR1-GR,100
PHG-PR2-RF,100
PHG-TL6-RF,100
VRG-AM3-RF,300
VRG-PK-PR2-RF,100
VRG-PR2-RF,200
WG-YL1-NR,120
