codigo,cantidad
67474000-1018,300.00
67474000-1025,500.00
67474000-1032,300.00
67474000-1049,200.00
67474000-1056,100.00
67474000-1070,100.00
67474000-1094,200.00
67474000-1100,200.00
67474000-1124,100.00
67474000-1131,100.00
67474030-3259,200.00
67474030-3723,50.00
67474030-3969,50.00
